Date,DJIA_Close,DJIA_Volume,NASDAQ_Close,NASDAQ_Volume,SP_Close,SP_Volume,R2000_Close,R2000_Volume,week,debt,stocks,restaurant,inflation,economics,portfolio,housing,dow_jones,credit,revenue,investment,return,markets,unemployment,growth,hedge,money,derivatives,leverage,MMM_Close,MMM_Volume,AXP_Close,AXP_Volume,APPL_Close,APPL_Volume,BA_Close,BA_Volume,CAT_Close,CAT_Volume,CVX_Close,CVX_Volume,CSCO_Close,CSCO_Volume,KO_Close,KO_Volume,DIS_Close,DIS_Volume,XOM_Close,XOM_Volume,GE_Close,GE_Volume,GS_Close,GS_Volume,HD_Close,HD_Voume,IBM_Close,IBM_Volume,INTC_Close,INTC_Volume,JNJ_Close,JNJ_Volume,JPM_Close,JPM_Volume,MCD_Close,MCD_Volume,MRK_Close,MRK_Volume,MSFT_Close,MSFT_Volume,NKE_Close,NKE_Volume,PFE_Close,PFE_Volume,PG_Close,PG_Volume,TRV_Close,TRV_Volume,UNH_Close,UNH_Volume,UTX_Close,UTX_Volume,VZ_Close,VZ_Volume,WMT_Close,WMT_Volume
9/6/06,11406.2002,190990000,2167.840088,1797080000,1300.26001,2329870000,712.039978,23298700,,,,,,,,,,,,,,,,,,,,,71.5,2503700,52.32,3771200,10.004286,243525800,74.440002,3042700,69.129997,5589300,65.220001,11065400,21.690001,65590200,22.35,9858000,29.201183,4959200,67.18,26709100,33.950001,18653700,150.669998,2962200,34.169998,11691500,80.279999,3727600,19.309999,76688700,63.919998,8509800,45.880001,7126400,36.220001,5244800,41.400002,7513700,25.610001,50160400,10.12125,11811200,27.719999,29920000,61.439999,4595800,44.330002,3273400,50.419998,4551300,63.330002,4027900,31.880991,8457600,45.400002,10109600
9/7/06,11331.44043,213670000,2155.290039,1847190000,1294.02002,2325850000,706.469971,23258500,,,,,,,,,,,,,,,,,,,,,70.589996,3276800,52.299999,4356400,10.4,316989400,72.870003,4272900,67.760002,5196300,65.400002,7998200,21.540001,56149900,22.245001,14780600,29.08284,6721800,67.690002,24449300,34.040001,29751500,148.570007,3577600,34.34,11571100,79.400002,3913300,19.219999,76842800,63.459999,7407100,45.200001,7278400,36.52,4125400,40.639999,6932100,25.43,51266900,10.07375,13287200,27.450001,26310000,61.529999,7174000,44.380001,2595000,50.209999,2410100,62.77,2579900,31.755087,9611000,45.540001,16007900
9/8/06,11392.11035,161650000,2165.790039,1457220000,1298.920044,2132890000,708.539978,21328900,,,,,,,,,,,,,,,,,,,,,71.510002,2316400,52.619999,5856300,10.36,223980400,72.800003,4956300,67.32,4313000,64.220001,6574500,21.75,33303700,22.299999,8646200,29.171598,7526600,66.809998,19664700,34.009998,14335300,149.800003,3277400,34.279999,7429900,80.660004,4498600,19.450001,49942000,63.59,5914300,45.259998,7728200,37.5,8451700,41.060001,4936600,25.6,36866800,10.25625,16472000,27.59,18008800,61.139999,5725900,45.049999,2661900,50.900002,3330700,63.34,1613300,31.836025,6186600,46.720001,14053500
9/11/06,11396.83984,216000000,2173.25,1694280000,1299.540039,2506430000,707.570007,25064300,9/10/06,82,57,78,62,87,70,86,68,90,32,83,59,89,74,81,37,91,85,93,71.349998,2189500,52.48,5148800,10.357142,237281100,73.82,3535300,65.510002,7893300,62,18665200,21.959999,42629300,22.275,8995000,29.358974,6634300,64.940002,35989100,34.43,21509600,151,3134200,35.060001,13311300,80.93,4314300,19.4,57210500,64.040001,5211600,45.389999,7173200,37.119999,11202700,41.290001,4975600,25.91,55608200,10.3025,13384800,27.879999,20382000,61.919998,9150500,45.490002,2703000,51.599998,3799000,62.91,3016900,31.961931,6337900,47.490002,17148700
9/12/06,11498.08984,237300000,2215.820068,2007990000,1313,2791580000,724.47998,27915800,,,,,,,,,,,,,,,,,,,,,72.57,3867600,52.610001,3942300,10.375714,421171800,74.260002,3314800,65.150002,12080000,61.389999,11857200,22.65,66017500,22.389999,10300800,29.7929,12786300,64.699997,24824500,34.669998,22489800,158.289993,10644400,36.66,24431400,82.279999,5722200,19.75,58584500,63.830002,6994400,46.009998,11555700,38.200001,19393300,42.150002,9212000,25.93,52248800,10.43125,22070400,28.25,37621400,61.849998,5626800,45.700001,1565000,52.529999,5188400,63.220001,3660800,32.231728,15426900,48.07,18437100
9/13/06,11543.32031,214190000,2227.669922,1860530000,1318.069946,2597220000,730.700012,25972200,,,,,,,,,,,,,,,,,,,,,73.370003,3556400,53.41,4385300,10.6,286534500,76.32,4886400,66.330002,7132700,62.389999,9513200,22.65,43514200,22.305,10795800,30.029585,10923900,65.360001,21771300,34.84,26832200,160.860001,7605900,37.169998,20425200,82.209999,4920200,19.83,63946600,63.810001,6285700,46.400002,11745700,37.84,12759300,41.09,12441700,25.98,37706700,10.3875,30132800,28.190001,22069300,60.560001,11058000,46.34,2591700,52.049999,3840300,63.889999,2579400,32.150787,8189400,48.080002,11168800
9/14/06,11527.38965,203780000,2228.72998,1826600000,1316.280029,2351220000,727.599976,23512200,,,,,,,,,,,,,,,,,,,,,73.529999,2624700,53.48,3340800,10.595715,200432400,75.010002,5230800,65.510002,3498800,62.049999,8014800,22.700001,40386800,22.290001,7799800,29.970415,5864900,64.709999,21166800,34.779999,20489400,162.520004,5496800,37.220001,14856500,82.470001,4265300,19.780001,53450900,63.73,5393700,46.5,7622400,37.330002,9699600,41.029999,7497600,26.33,74324500,10.34625,19131200,28.200001,20670000,60.77,8959100,46.23,1523800,51.810001,3341600,63,3310400,32.357632,7099000,48.369999,10160500
9/15/06,11560.76953,365450000,2235.590088,2455870000,1319.660034,3198030000,729.460022,31980300,,,,,,,,,,,,,,,,,,,,,74.139999,5656700,53.75,6493300,10.585714,245463400,75.010002,4108100,65.43,6408900,61.790001,10521900,22.719999,62763500,22.299999,15846400,29.89152,17195700,64.650002,33472700,34.849998,33383400,162.710007,6845100,37.220001,14876200,82.940002,8203800,19.51,71462900,63.790001,9656600,46.950001,15421000,37.73,13112200,41.099998,7719000,26.85,126057700,10.37125,18136800,28.040001,27578300,60.900002,17543900,45.959999,2825200,52.209999,5922000,64.610001,5655600,32.204746,10043900,48.220001,17147300
9/18/06,11555,192680000,2235.75,1914200000,1321.180054,2325080000,728.840027,23250800,9/17/06,88,62,79,65,89,75,86,66,89,30,84,60,89,72,81,57,90,88,94,73.889999,2478700,53.490002,3041200,10.555715,176319500,75.209999,2407200,66.989998,5674400,62.849998,8206300,22.84,47057700,22.219999,8969000,29.64497,6677000,66.300003,21236400,34.869999,22906600,163.220001,5733300,36.580002,13968300,82.239998,4417600,19.65,54073800,64.160004,6976100,46.580002,11125300,37.419998,4902800,40.799999,6516600,26.790001,49135000,10.29,19940800,28.16,21189300,60.5,6676300,45.93,1942500,52.09,5669200,64.07,3079300,32.159782,8091000,48.099998,10830500
9/19/06,11540.91016,178880000,2222.370117,2079920000,1317.640015,2390850000,725.119995,23908500,,,,,,,,,,,,,,,,,,,,,73.25,2620900,53.41,3562900,10.538571,177512300,74.870003,2351900,66.559998,3997800,61.889999,7752300,22.76,55677100,22.190001,8292600,30.049309,7704700,65.5,19852800,34.849998,18691000,163.389999,4851400,36.279999,11884500,81.870003,5088600,19.42,62041700,64.18,5246800,46.799999,6768700,37.580002,5353200,41.18,7803700,26.860001,43039100,10.25375,24771200,28.200001,21393200,60.91,7318100,46.330002,2106600,51.869999,4244500,64.150002,2315300,32.375618,7440700,48.5,11422600
9/20/06,11613.19043,226390000,2252.889893,2164940000,1325.180054,2543070000,734.47998,25430700,,,,,,,,,,,,,,,,,,,,,73.419998,3855000,54.259998,4226800,10.751429,205697800,76.190002,4003700,65.879997,4903400,60.880001,9623200,23.27,76481300,22.225,8288200,30.601578,11417100,64.110001,30411100,35.02,24666500,166.600006,6403800,36.380001,12795200,83.419998,7524600,19.49,60897400,64.190002,6282100,47.220001,9084200,37.779999,6323500,41.939999,9648700,27.18,71676400,10.325,27616800,28.469999,27286100,61.630001,6997800,46.57,1681500,51.529999,2802900,63.900002,3514600,32.978165,12042200,48.869999,13711900
9/21/06,11533.23047,241370000,2237.75,1993110000,1318.030029,2627440000,727.130005,26274400,,,,,,,,,,,,,,,,,,,,,73.110001,3337700,54.240002,7782300,10.664286,198531200,76.110001,4435500,64.540001,8953900,62.049999,9061000,23.01,56254600,22.1,12089600,30.285995,9318500,64.779999,22551700,34.439999,26426400,167.149994,8052600,35.849998,11414500,81.610001,8909000,19.190001,59113600,64.230003,7406900,46.810001,7782700,38.34,8466200,41.950001,6558900,26.9,58495100,10.3075,28671200,28.209999,27219900,61.740002,9904700,46.240002,2151300,50.290001,4932000,62.900002,4782400,33.185009,18868900,48.459999,13051700
9/22/06,11508.09961,198480000,2218.929932,1646540000,1314.780029,2162880000,718.630005,21628800,,,,,,,,,,,,,,,,,,,,,73.07,2408800,54.110001,2753200,10.428572,166278000,77.25,4682000,62.77,11133500,61.939999,7444100,22.879999,45428100,21.995001,9691600,29.664694,11383600,64.910004,18240200,34.400002,17535500,167.520004,5103900,35.959999,7813200,81.209999,4350200,19.07,48765500,63.959999,5604800,46.82,6046700,38.209999,5591100,42.040001,9434800,26.66,47712500,10.795,61566400,28.16,19384700,61.810001,6795200,46.200001,1841800,48.970001,7753300,62.299999,3630500,33.364876,15075500,48.290001,11771800
9/25/06,11575.80957,267990000,2249.070068,1833860000,1326.369995,2710240000,727.090027,27102400,9/24/06,90,63,81,71,89,78,89,90,90,28,85,60,91,71,83,46,93,94,91,73.699997,4234500,54.939999,6268300,10.821428,214748100,77.709999,4622000,64.330002,7679700,62.18,10800900,23.23,40179800,22.200001,12606800,29.743589,8472500,65.059998,29213400,34.889999,22462200,168.690002,4780000,36.580002,10884900,82,5683000,19.41,55961500,64.190002,5748400,46.91,15329800,38.849998,15575300,41.959999,9529200,26.950001,67903900,10.81375,28031200,28.35,25471100,62.290001,8142500,46.990002,2116900,48.82,5900000,63.23,4219200,33.724602,14668100,48.82,12196400
9/26/06,11669.38965,283670000,2261.340088,2011140000,1336.349976,2673350000,729.609985,26733500,,,,,,,,,,,,,,,,,,,,,74.75,4888700,55.959999,8980800,11.087143,275737000,79,4247500,65.900002,7622500,63.59,10870500,23.5,56462000,22.32,10611400,30.641026,13987400,66.43,22353500,35.439999,35876800,168.679993,6095300,36.619999,13853000,82.5,4731800,19.959999,95999900,64.669998,5894200,46.900002,12381400,39.060001,7559900,41.759998,12093200,27.200001,54766500,11.04875,33953600,28.4,25243800,62.48,8944100,47.389999,1748400,48.619999,5621500,63.610001,3724400,34.13829,23217300,49.25,14979000
9/27/06,11689.24023,296890000,2263.389893,2039100000,1336.589966,2749190000,732.539978,27491900,,,,,,,,,,,,,,,,,,,,,74.650002,3383700,56.029999,6309100,10.915714,202593300,79.410004,4288800,65.68,5032600,64.199997,12291600,23.35,37352300,22.355,11340200,30.611441,13155400,67.129997,23424800,35.34,26501700,169,5185300,36.459999,8965700,82.089996,5880500,20.389999,131829700,64.82,5516500,46.84,8884200,39.82,14464200,42.400002,12669100,27.440001,66233900,11.01375,30388000,28.41,23874300,62.73,8292000,46.630001,1815600,49.080002,6510100,63.139999,2932100,33.077091,27638300,49.5,15714800
9/28/06,11718.4502,236500000,2270.02002,1805260000,1338.880005,2397820000,732.559998,23978200,,,,,,,,,,,,,,,,,,,,,74.599998,2736900,55.990002,4293000,11.001429,180902400,79.279999,4449700,66.589996,5875500,64.529999,9956300,23.48,40084600,22.475,9706200,30.502958,9665200,67.459999,23398400,35.48,19482200,170,4413800,36.700001,9732100,81.989998,4592300,20.77,98036700,64.900002,5016400,47.150002,6165100,39.59,7592700,42.060001,7602800,27.4,44179700,11.0375,10926400,28.299999,20643600,62.259998,9379800,47.080002,2196400,49.459999,3614400,63.66,3714600,33.220982,16804100,49.810001,12772500
9/29/06,11679.07031,216040000,2258.429932,1812120000,1335.849976,2273430000,725.590027,22734300,,,,,,,,,,,,,,,,,,,,,74.419998,2592200,56.080002,4969800,10.997143,101453100,78.849998,4041900,65.800003,4279900,64.860001,6797400,22.98,38149200,22.34,9214800,30.483234,8331000,67.099998,20239000,35.299999,20444900,169.169998,4394400,36.27,8485000,81.940002,4770700,20.57,73305600,64.940002,7671300,46.959999,10115300,39.119999,11915800,41.900002,10870000,27.35,34283500,10.9525,11379200,28.360001,23963700,61.98,7232500,46.889999,1982100,49.200001,5875600,63.349998,4488700,33.391853,17176900,49.32,12582300
10/2/06,11670.34961,198010000,2237.600098,1769170000,1331.319946,2154480000,718.809998,21544800,10/1/06,87,67,78,73,90,75,86,100,89,29,85,61,93,78,84,50,93,96,88,73.589996,2943000,55.18,5109000,10.694285,178159800,79.970001,5727300,65.360001,4272400,64.510002,7955600,22.98,33241700,22.25,9450600,30.10848,6695500,67,19082600,35.5,20810200,170.690002,4143700,36.34,8620500,81.870003,4483300,20.440001,51710400,65.089996,6237000,46.869999,7382800,39.509998,14210800,41.669998,9159300,27.360001,52908100,10.935,9556800,28.309999,22101300,62.040001,4732100,46.43,1562000,49.43,4923600,63.900002,2798600,33.400848,14794800,48.439999,18006000
10/3/06,11727.33984,230570000,2243.649902,1946800000,1334.109985,2682690000,718.349976,26826900,,,,,,,,,,,,,,,,,,,,,74.029999,2974100,55.990002,5701500,10.582857,197677200,81.779999,5901700,65.110001,5630500,62.939999,12808700,23.41,38231300,22.280001,10755000,30.571993,8017500,65.410004,22989700,35.709999,33103000,174.199997,5823500,36.830002,10101500,81.650002,4838500,20.57,80567600,65.5,6944900,47.75,11801200,39.68,38317900,41.990002,9391700,27.370001,39386200,10.9825,11223200,28.41,20261300,62.299999,8824800,47.580002,3340400,49.580002,4814500,64.800003,3400500,33.697624,13075400,49.459999,14986500
10/4/06,11850.61035,281860000,2290.949951,2190280000,1350.199951,3019880000,733.47998,30198800,,,,,,,,,,,,,,,,,,,,,74.870003,3025200,56.560001,5254100,10.768572,207270700,83.959999,7232700,65.540001,7106300,63.700001,11281000,23.93,56151300,22.4,10242000,30.759369,10073300,66.610001,25624300,36.099998,30877800,176.559998,8069400,37.490002,12285900,83.099998,6119300,20.82,78890600,65.830002,6168300,47.490002,20650500,40,53013400,41.939999,10931200,27.940001,82191200,11.1625,18701600,28.33,27526200,63.34,15044800,48.23,2556400,49.560001,5259800,65.150002,3482200,34.012386,15362700,49.549999,24777600
10/5/06,11866.69043,253550000,2306.340088,1911090000,1353.219971,2817240000,743.080017,28172400,,,,,,,,,,,,,,,,,,,,,75.919998,2616500,56.650002,3137500,10.69,170970800,83.620003,3688200,68.239998,12215500,63.880001,9577800,23.9,51196400,22.415001,8949800,30.641026,5073500,67.32,22066100,36.290001,25012200,175.5,5749400,37.259998,10960000,82.919998,4956600,20.780001,53715500,65.110001,7998400,47.41,12915100,39.799999,86981300,41.419998,10601400,27.92,81967200,11.12625,13629600,27.99,28955900,63.52,8244800,48.169998,1444800,50.669998,5942600,65.839996,2861900,33.194004,18975900,48.41,25071000
10/6/06,11850.20996,242980000,2299.98999,1672470000,1349.589966,2523000000,739.809998,25230000,,,,,,,,,,,,,,,,,,,,,75.949997,2595100,56.59,4127600,10.602858,116739700,83.68,3649900,68.050003,6587800,63.66,8886400,24.09,48906000,22.379999,10106200,30.907297,7451900,67.519997,19439400,36.139999,18824200,175.649994,4898200,37.139999,10853200,83.139999,5340900,20.629999,63556800,65.059998,7134500,46.860001,10748900,40.110001,21206500,41.860001,10240000,27.870001,36452200,11.01875,12823200,27.9,27168500,63.09,7072300,47.639999,1602200,51.5,9803400,65.410004,2500300,33.095078,13964300,48.32,15445600
10/9/06,11857.80957,177940000,2311.77002,1485280000,1350.660034,1935170000,744.570007,19351700,10/8/06,92,71,83,77,94,77,81,75,89,33,87,62,96,76,86,43,92,96,93,75.800003,1817900,56.52,4114300,10.661428,109555600,82.650002,4452000,68.900002,6839600,63.240002,7807100,24.309999,37616400,22.209999,15335800,30.956608,5297300,66.550003,19268100,36.16,18366300,177.449997,3985500,37.700001,9489800,84,4490200,20.620001,46476300,64.870003,5545700,47.110001,7252800,40.57,14783200,41.860001,7352500,27.719999,33366300,11.0575,7760800,27.65,20825100,62.849998,3882500,48.09,1271700,50.720001,3768100,65.199997,2114900,32.996151,11527100,48.220001,9645300
10/10/06,11867.16992,227210000,2315.429932,1760360000,1353.420044,2376140000,745.880005,23761400,,,,,,,,,,,,,,,,,,,,,75.199997,1898500,57.66,12038200,10.544286,132897100,82.129997,4005000,69.059998,4698200,63.900002,10930900,24.33,40784600,22.030001,25847200,30.818541,6376400,67.199997,23040800,36.299999,23452200,178.860001,6559900,37.759998,9159700,84.190002,4712900,20.889999,73980400,64.959999,6047100,47.529999,14164900,40.84,8072100,41.82,9345200,27.690001,34598500,11.0725,9226400,27.559999,29919000,62.720001,7689900,47.990002,1712300,49.650002,5325500,65.300003,2424100,32.861252,16859800,48.119999,9662900
10/11/06,11852.12988,256040000,2308.27002,1995600000,1349.949951,2521000000,741.710022,25210000,,,,,,,,,,,,,,,,,,,,,75.470001,2665400,57.450001,7349600,10.461429,142963800,81.639999,3258000,68.32,3445200,63.099998,9417600,24.4,40331200,22.059999,10412400,30.877712,4520700,66.529999,20472800,36.169998,19470900,178.970001,5615300,37.919998,11529400,84.190002,5210600,20.889999,106865400,65.099998,4855700,47.639999,10288100,41.25,10757300,42.189999,8626900,27.540001,37219600,11.055,7115200,27.290001,32409000,62.48,4826500,47.869999,1653500,50.099998,4648900,65.519997,2495300,32.915215,14154600,48.310001,10006100
10/12/06,11947.7002,291010000,2346.179932,2003960000,1362.829956,2514350000,757.090027,25143500,,,,,,,,,,,,,,,,,,,,,75.43,2110700,57.889999,6303900,10.751429,148213800,83.639999,4129800,69.25,4324200,64.019997,8136600,24.450001,41497200,22.025,11042400,30.867849,5930400,67.650002,18542000,36.220001,23366500,181.509995,5754200,37.900002,13221000,84.699997,4661700,21.49,81941100,64.839996,7902000,48.259998,14979300,42.23,19023900,42.759998,8568900,28.219999,120174900,11.22625,16012800,27.65,26605800,62.41,5931800,48.049999,1472900,49.619999,5007900,66.379997,2780000,33.265949,13081100,48.32,12425000
10/13/06,11960.50977,295100000,2357.290039,1940530000,1365.619995,2482920000,762.650024,24829200,,,,,,,,,,,,,,,,,,,,,75.400002,1753200,58.02,6883200,10.717143,171049200,82.389999,4005200,69.080002,3486100,64.199997,7704500,24.530001,35911400,22.01,16628600,30.680473,5466100,68.400002,20499900,35.98,42578100,183.850006,5163300,36.900002,19330600,86.080002,7788600,21.6,78944400,64.580002,6413600,48.16,7298000,42.110001,24260200,43.200001,13725000,28.370001,129751900,11.2,8913600,27.59,24523200,62.130001,7187800,49.09,2400000,48.75,7707300,66.5,3604600,33.319908,10652600,48.459999,8802100
10/16/06,11980.59961,271740000,2363.840088,1823620000,1369.060059,2305920000,769.47998,23059200,10/15/06,90,70,82,69,83,79,81,93,86,32,86,63,93,76,84,54,92,95,98,75.75,1932400,57.639999,4098600,10.771428,127173200,82.660004,2472600,69.93,6685500,65.050003,7813300,24.59,39460700,22.125,14568800,30.591717,4523700,69.830002,19607700,35.560001,31779000,185.220001,4699100,36.349998,13144600,86.709999,8633100,21.610001,93626600,64.93,6357100,47.73,7330200,42.119999,12451400,43.759998,11045800,28.450001,49744800,11.31625,12733600,27.66,19973700,62.049999,5242700,49.099998,1433400,47.540001,32185700,66.790001,3464000,33.310913,9491700,48.32,6618600
10/17/06,11950.01953,238130000,2344.949951,2125950000,1364.050049,2519620000,764.909973,25196200,,,,,,,,,,,,,,,,,,,,,75.800003,2517000,58.099998,5585500,10.612857,120231300,82.290001,2918200,69.900002,6039100,64.93,6809000,24.48,41022800,21.895,16209800,30.670612,6752900,69.410004,17190600,35.560001,24926100,183.070007,5867200,35.759998,15175100,86.949997,13295500,20.9,117951400,66.080002,15308200,47.990002,8880100,41.599998,9875900,43.959999,10173000,28.440001,40122600,11.21875,11596000,27.719999,24995400,62.25,6684000,48.66,1627600,46.73,15103400,65.279999,6777700,32.906219,9328700,48.279999,11116000
10/18/06,11992.67969,344650000,2337.149902,2130750000,1365.800049,2658840000,763.400024,26588400,,,,,,,,,,,,,,,,,,,,,75.529999,2566500,57.93,6770900,10.647142,283476900,82.739998,3796200,69.080002,6577300,64.599998,8085200,24.18,36313200,21.98,20173800,31.143984,13001400,69.169998,19395100,35.560001,27529300,182.970001,6127000,35.889999,12402300,89.82,27875200,21.110001,115013500,68.150002,17880100,47.209999,21532700,41.470001,15383300,44.48,10108900,28.52,40630800,11.12625,14620800,28.1,31710700,62.59,7517900,48.59,1531000,48,9840300,65.57,4870100,32.906219,11732600,48.349998,10282600
10/19/06,12011.73047,260150000,2340.939941,2000690000,1366.959961,2619830000,767.390015,26198300,,,,,,,,,,,,,,,,,,,,,76.400002,2781500,57.970001,4808800,11.284286,378244300,82.410004,2425200,69.019997,4933800,65.639999,7052200,24.16,48336400,22.455,35323000,31.153847,6279900,69.730003,23391500,35.279999,26200600,180.050003,5560400,35.91,9847200,89.860001,10671400,21.030001,73635800,68.040001,8608800,46.869999,11986700,40.77,20300800,44.490002,8205500,28.290001,44730800,11.175,6892000,27.68,49989300,62.5,5229600,48.549999,1437700,50.650002,21289100,65,3697800,33.463799,12743500,48.490002,10093000
10/20/06,12002.37012,313840000,2342.300049,1922070000,1368.599976,2526410000,762.130005,25264100,,,,,,,,,,,,,,,,,,,,,78.470001,7998800,58.040001,4734400,11.421429,159853400,81.739998,3017200,59,67780400,65.279999,9599500,24.549999,48070200,23.375,53627400,31.015779,8248100,69.550003,21210800,35.470001,27306300,180.399994,4206600,35.990002,11183400,90.480003,7390900,21.33,61151200,68.620003,12064700,47.119999,10979200,41.470001,12769900,45.639999,16211200,28.43,48887800,11.075,9458400,27.68,48660400,62.68,8001100,48.389999,2086000,50.700001,12075800,65.019997,4222900,33.9944,17178800,49.369999,18955600
10/23/06,12116.91016,288780000,2355.560059,1823480000,1377.02002,2480430000,763.52002,24804300,10/22/06,90,69,77,78,84,82,85,78,88,30,85,63,94,77,83,51,90,97,81,80.089996,5275100,56.650002,19388000,11.637143,208126800,82.800003,2818000,60.419998,22097200,65.639999,6606100,24.43,48564000,23.639999,30265400,30.848125,8411100,69.919998,17139900,35.529999,26087600,184.699997,4695800,36.240002,11491300,91.559998,8862300,21.450001,53105200,69.099998,8941400,47.389999,8838300,42.139999,12637000,45.700001,12027500,28.450001,48525000,11.2925,9538400,27.73,31466200,63.279999,7354400,48.950001,1847000,50.639999,6835900,64.980003,2534000,34.192249,10909000,51.279999,53101600
10/24/06,12127.87988,257650000,2344.840088,1856880000,1377.380005,2876890000,762.429993,28768900,,,,,,,,,,,,,,,,,,,,,79.889999,3196500,56.700001,8771000,11.578571,115803100,83.589996,3815100,60.93,11647100,66.889999,9061900,24.34,29854800,23.514999,20931600,30.946745,6999400,69.889999,19775700,35.419998,21836200,187.839996,5516100,36.5,12234500,91.489998,9222300,21.620001,62841600,68.75,10853500,47.139999,13431500,42.25,11380200,45.93,9561400,28.280001,61409600,11.39125,10454400,27.26,50806600,62.880001,6879500,48.950001,2292900,49.84,7961900,65.120003,2709100,34.174263,11385000,51.299999,18782300
10/25/06,12134.67969,238470000,2356.590088,2100780000,1382.219971,2953540000,767.150024,29535400,,,,,,,,,,,,,,,,,,,,,79.459999,2297600,56.860001,7068100,11.668571,121303700,80.860001,7074000,61.91,11557400,67.580002,11946400,24.290001,38940300,23.594999,14119400,30.76923,7591300,71.010002,25839200,35.610001,22101800,188.610001,5224400,36.599998,12371600,91.830002,6122100,21.719999,53309500,68.830002,7007400,47.27,9021700,42,8889400,46.07,8452800,28.309999,40717100,11.66875,22471200,27.43,36125600,63.130001,5911000,48.59,2112400,48.630001,13030300,65.25,2852700,34.444061,10778300,50.849998,17283400
10/26/06,12163.66016,237150000,2379.100098,2339540000,1389.079956,2793350000,776.039978,27933500,,,,,,,,,,,,,,,,,,,,,79.239998,2392200,57.82,5783800,11.741428,108189200,79.139999,10621400,62.349998,10545200,67.5,8884500,24.190001,34273600,23.57,15688600,31.538462,10394000,71.620003,26369700,35.59,19986200,193.380005,5732100,37.380001,15365100,91.540001,4990300,21.77,44042700,68.82,8171600,47.77,7644300,42.110001,6373100,46.209999,9285800,28.35,69964200,11.70875,16076000,27.280001,41087200,63.5,6426000,50.66,5210800,49.369999,7951800,65.239998,3080100,34.839764,18639000,51.75,14230000
10/27/06,12090.25977,277340000,2350.620117,2268950000,1377.339966,2458450000,765.840027,24584500,,,,,,,,,,,,,,,,,,,,,78.949997,2329100,57.27,5271500,11.487143,148741600,79.739998,6880400,61.27,9043700,67.68,8888200,23.719999,43007600,23.434999,13495800,31.291914,6839100,71.459999,19418100,35.209999,29661400,188.669998,5703200,37.07,14936800,90.760002,5840300,21.1,99919800,68.169998,7945500,47.290001,7112500,41.470001,7309000,46.09,8101200,28.34,89060100,11.4825,11157600,27.219999,39663100,63.560001,7173400,49.919998,5080200,49.41,5413500,64.940002,2851700,34.929695,15135300,50.73,12533200
10/30/06,12086.5,206240000,2363.77002,1724180000,1377.930054,2770440000,770.359985,27704400,10/29/06,88,67,82,79,84,76,83,63,88,29,89,62,95,82,82,49,91,95,82,78.940002,1193400,57.310001,3907400,11.488571,124979400,80.220001,3739800,60.759998,5365800,66.389999,8869400,23.9,43630700,23.379999,10973600,31.420118,4644000,70.839996,17618700,35.200001,16477100,189.75,5354900,37.25,10040700,91.5,5594000,21.26,41171900,67.699997,9175200,47.450001,10222600,41.919998,8921300,45.639999,9308500,28.530001,47296800,11.50125,10457600,27.200001,33809200,63.810001,8786600,50.400002,2580300,49.029999,5325600,65.519997,2098100,33.859501,31555000,49.529999,26087300
10/31/06,12080.73047,277410000,2366.709961,1922150000,1377.939941,2803030000,766.840027,28030300,,,,,,,,,,,,,,,,,,,,,78.839996,2677300,57.810001,5618200,11.582857,125368600,79.860001,3943800,60.709999,6959600,67.199997,10721500,24.129999,45209900,23.360001,12161800,31.02564,7540700,71.419998,20317900,35.110001,26628000,189.789993,4548300,37.330002,14471000,92.330002,9267300,21.34,55491300,67.400002,11950600,47.439999,12564200,41.919998,10009500,45.419998,11540300,28.709999,61861700,11.485,9246400,26.65,80650800,63.389999,14877300,51.130001,4106900,48.779999,6353500,65.720001,4157900,33.27494,31692500,49.279999,17582600
11/1/06,12031.01953,245720000,2334.350098,2027020000,1367.810059,2821160000,752.150024,28211600,,,,,,,,,,,,,,,,,,,,,78.839996,2910500,57.650002,8254600,11.308572,152798100,80.059998,3180100,60.5,9107300,66.980003,7874500,24.1,50207200,23.32,10464600,31.291914,8551700,71.059998,18329900,34.900002,24251600,185,7731800,37.349998,14395800,91.800003,5845700,21.02,57883600,67.18,11145700,46.93,11490200,41.860001,6753600,45.669998,12097100,28.809999,75895900,11.42375,14890400,26.540001,39546000,63.040001,8882000,51.18,4017600,48.299999,5523200,64.25,5547400,33.247963,13133600,48.849998,16787500
11/2/06,12018.54004,222140000,2334.02002,1887310000,1367.339966,2646180000,750.119995,26461800,,,,,,,,,,,,,,,,,,,,,78.879997,2899900,57.459999,3838500,11.282857,116370800,79.199997,4044600,60.560001,7879900,67.790001,9013600,24.049999,38778500,23.355,15476800,31.262327,5227400,71.190002,20154500,34.709999,23411200,187.389999,6191000,37.200001,16633900,91.68,4895100,20.68,68204800,67.900002,10374400,46.900002,7059000,42.049999,8055200,45.400002,9668000,28.77,58674400,11.6,16651200,26.690001,28864900,63.27,8152800,51.029999,2318100,48.619999,5651900,64.330002,2646900,33.265949,13836800,48.290001,24382500
